#,granter_id,grantee,grantee_id,fiscal_year,description,amount,start,end,url
76,225,Tides Center,,2007,"For the International Network on Economic, Social, and Cultural Rights to hold its third International Strategy Meeting to shape the international advocacy agenda for organizations globally",150000,7/1/2008,6/30/2009,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
77,225,Tides Center,,2007,Core support for the Opportunity Agenda to expand opportunity and human rights in the United States,2000000,8/1/2008,7/31/2010,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
78,225,Tides Center,,2007,"For the HIV Collaborative Fund's community-based grant making & other activities with respect to HIV advocacy, health literacy & community mobilization in Russia, South Asia, Southeast Asia & China",415000,3/1/2008,2/28/2010,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
79,225,Tides Center,,2007,"For the Opportunity Agenda to plan and facilitate the ""Closing the Racial Wealth Gap"" conference",20000,10/1/2007,3/31/2008,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
80,225,Tides Center,,2007,For the Pro Choice Public Education Project to conduct research on young women's attitudes with respect to reproductive health and rights issues,100000,11/1/2007,10/31/2009,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
81,225,Tides Center,,2007,"Core support for AIDS Free World for public education, outreach and advocacy to hold world leaders accountable for their HIV-related commitments",500000,10/1/2007,9/30/2009,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
82,225,Tides Center,,2007,For the Center for Social Inclusion to help rural African-American and low-wealth landowners in the Southeast retain ownership of their land and enhance its productivity,400000,6/30/2008,10/29/2010,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
83,225,Tides Center,,2007,"For the Opportunity Agenda to conduct research and develop the foundation for a unified, effective communications strategy for organizations working in the field of reproductive justice",90000,9/1/2008,8/31/2009,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
84,225,Tides Center,,2007,For the Gathering for Justice Project to bring its training program in nonviolent direct action to communities across the country,50000,9/1/2008,2/28/2009,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
85,225,Tides Center,,2007,For the Detention Watch Network to build the capacity of immigrant communities to respond to the immediate crisis in immigration and customs enforcement and to develop reforming strategies,340000,7/1/2008,6/30/2010,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
86,225,United Way for Southeastern Michigan,,2007,To develop a regional workforce partnership in southeast Michigan,200000,10/1/2008,9/30/2009,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
87,225,Vera Institute of Justice,,2007,To host study visits by young Chinese criminal justice scholars and train them in the use of empirical research and pilot projects to promote criminal justice reform,131223,11/1/2007,12/31/2008,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
88,225,Children's Defense Fund,,2008,"Core support for the Southern Rural Black Women's Initiative for Economic and Social Justice to empower black women in Mississippi, Alabama and Georgia",1500000,9/1/2009,8/31/2011,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
89,225,Community Foundation for Southeast Michigan,,2008,Core support for the New Economy Initiative to leverage resources and catalyze positive economic and social change in the Detroit metropolitan area,5000000,3/1/2009,12/31/2015,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
90,225,"Demos: A Network for Ideas and Action, Ltd.",,2008,"For a ""Thinking Big, Thinking Forward"" conference report and website and other activities to develop and communicate economic policy options that will aid low-income workers",40000,2/15/2009,8/14/2009,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
91,225,"Demos: A Network for Ideas and Action, Ltd.",,2008,For the Center for the Public Sector to conduct research and communications training to increase the public's understanding of the economy and the role of government,325000,1/1/2009,12/31/2009,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
92,225,"Demos: A Network for Ideas and Action, Ltd.",,2008,For the Managing the Fear Factor project to conduct research on the impact of fear on public debates about national security and foreign policy and develop and test strategies for managing it,200000,1/1/2009,12/31/2010,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
93,225,Detroit Symphony Orchestra Hall,,2008,One-time support to develop and implement a strategic fundraising and marketing campaign leveraging the artistic excellence and eminence of its new music director,1000000,4/1/2009,3/31/2012,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
94,225,Downtown Detroit Partnership,,2008,"To lead transit-oriented planning for the Woodward Avenue corridor, build the capacity of its neighborhood partner and establish a revolving fund to finance affordable housing in the community",2100000,9/1/2009,8/31/2011,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
95,225,Eastern Market Advancement Corporation,,2008,"To leverage investment in new mixed-use, mixed-income development in the Eastern Market District of Detroit",500000,9/1/2009,8/31/2010,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
96,225,Independent Sector,,2008,"General support to advance the common good by leading, strengthening and mobilizing the charitable community and for the joint 2009 IS/Council of Michigan Foundations annual conference",850000,4/1/2009,3/31/2010,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
97,225,Independent Sector,,2008,Contribution toward the annual dues of a foundation-supported philanthropic association,24650,1/1/2009,12/31/2009,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
98,225,Local Initiatives Support Corporation,,2008,"For Detroit LISC to work with the city to improve vacant properties management systems, advocate for regional public transit infrastructure and assist in planning for future transit investments",250000,9/1/2009,8/31/2010,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
99,225,Michigan Community Resources,,2008,"General support to foster pro bono legal representation to organizations in Michigan that serve low-income individuals and communities, with an emphasis on community economic development activities",355000,5/1/2009,4/30/2010,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
100,225,Michigan Nonprofit Association,,2008,One-time support for the Strategic Alliances Initiative to nurture strategic alliances among arts and culture organizations in Detroit and Southeastern Michigan,1000000,10/1/2009,9/30/2012,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
101,225,Michigan Suburbs Alliance,,2008,"To design and implement an equity-based strategy for transportation reform in metro Detroit among civic, governmental and business leaders",200000,10/1/2009,9/30/2010,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
102,225,National Community Development Institute,,2008,Final support for a technical assistance and training program to strengthen program impact and leadership among environmental justice organizations,100000,11/1/2008,2/28/2010,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
103,225,Philanthropy Northwest,,2008,To expand the membership of and the tools and services provided by the PRI Makers Network to grant makers to encourage increased use of PRIs as part of a larger philanthropic strategy,75000,4/1/2009,3/31/2010,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
104,225,PolicyLink,,2008,"General support to promote community building at the federal, state and local levels to advance social and economic equity nationwide",250000,10/1/2009,9/30/2010,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
105,225,PolicyLink,,2008,"General support to promote community building at the federal, state and local levels to advance social and economic equity nationwide",800000,5/1/2009,4/30/2010,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
106,225,Regents of the University of Michigan,,2008,"For the Program on Intergroup Relations to conduct intergroup dialogue classes on religion & religious identity, evaluate them & disseminate the model through an annual Difficult Dialogues Institute",60000,10/1/2008,9/30/2010,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
107,225,Regents of the University of Michigan,,2008,For the School of Natural Resources and Environment's Minority Environmental Leadership Development Initiative to strengthen the institutional infrastructure of the environmental justice field,140000,4/1/2009,3/31/2010,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
108,225,Regents of the University of Michigan,,2008,Final support for the Scholars' Network on the Well-Being of African American Men to extend its outreach to social service providers and develop a self-sustaining community of researchers,267089,5/1/2009,4/30/2010,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
109,225,Regents of the University of Michigan,,2008,"For the School of Social Work to study the impact of the Saving for Education, Entrepreneurship and Downpayment (SEED) initiative on participants and their parents",19333,9/1/2009,8/31/2010,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
110,225,Regents of the University of Michigan,,2008,For the National Poverty Center to conduct  longitudinal research on the impact of the recession and the federal government stimulus package on the residents of Southeastern Michigan,400000,10/1/2009,12/31/2011,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
111,225,Shorebank Corporation,,2008,To develop the leadership capacity of the corporation's nonprofit affiliates and help them  manage risk during the recession,100000,3/1/2009,2/28/2010,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
112,225,Smart Growth America,,2008,For public education and advocacy to ensure that transportation funds in the federal stimulus program are used wisely and equitably to improve opportunities for low-income people and people of color,1000000,2/1/2009,1/31/2010,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
